order_id,order_date,customer_id,product,region,sales_channel,quantity,unit_price,discount_pct,sales_amount,cost_amount,profit,profit_margin_pct,year,month,month_name,quarter
100869,2024-12-15,4754,Monitor,North,Store,5,263.46,22.98,1014.58,771.03,243.55,24.01,2024.0,12.0,December,4.0
100870,2024-04-16,3834,Laptop,West,Online,6,711.6,12.12,3752.12,2451.9,1300.22,34.65,2024.0,4.0,April,2.0
100871,2024-11-14,1254,Tablet,North,Online,7,354.07,12.71,2163.47,1713.77,449.7,20.79,2024.0,11.0,November,4.0
100872,2024-02-17,3169,Monitor,North,Online,5,228.23,15.23,967.35,650.78,316.57,32.73,2024.0,2.0,February,1.0
100873,2024-03-01,4104,Laptop,South,Marketplace,1,894.39,11.29,793.41,555.46,237.95,29.99,2024.0,3.0,March,1.0
100874,2024-12-02,1661,Smartwatch,North,Marketplace,7,157.62,11.11,980.76,780.4,200.36,20.43,2024.0,12.0,December,4.0
100875,2024-01-26,2802,Headphones,North,Marketplace,4,91.99,22.88,283.77,235.93,47.84,16.86,2024.0,1.0,January,1.0
100876,2024-10-18,2061,Keyboard,North,Online,5,60.74,20.41,241.71,152.54,89.17,36.89,2024.0,10.0,October,4.0
100877,2024-09-13,4761,Smartwatch,West,Store,4,173.17,5.31,655.9,434.82,221.08,33.71,2024.0,9.0,September,3.0
100878,2024-01-08,2366,Tablet,North,Marketplace,3,386.18,7.29,1074.08,624.24,449.84,41.88,2024.0,1.0,January,1.0
100879,2024-04-22,2037,Smartwatch,West,Marketplace,1,186.13,16.52,155.38,127.39,27.99,18.01,2024.0,4.0,April,2.0
100880,2024-12-20,2207,Laptop,North,Online,3,823.28,14.28,2117.15,1789.46,327.69,15.48,2024.0,12.0,December,4.0
100881,2024-09-09,4729,Laptop,West,Store,5,662.77,19.15,2679.25,1763.52,915.73,34.18,2024.0,9.0,September,3.0
100882,2024-06-28,4337,Laptop,East,Store,1,774.25,18.19,633.41,435.58,197.83,31.23,2024.0,6.0,June,2.0
100883,2024-07-25,3136,Headphones,West,Store,5,85.74,17.71,352.78,246.97,105.81,29.99,2024.0,7.0,July,3.0
100884,2024-10-29,4534,Smartwatch,West,Online,7,202.36,22.01,1104.74,767.55,337.19,30.52,2024.0,10.0,October,4.0
100885,2024-05-06,3094,Monitor,East,Online,1,171.41,19.16,138.57,95.61,42.96,31.0,2024.0,5.0,May,2.0
100886,2024-02-25,4464,Headphones,West,Marketplace,4,77.67,6.07,291.82,208.14,83.68,28.68,2024.0,2.0,February,1.0
100887,2024-08-01,2143,Laptop,East,Online,2,802.71,21.82,1255.12,782.0,473.12,37.7,2024.0,8.0,August,3.0
100888,2024-01-14,3981,Mouse,East,Online,6,36.3,8.39,199.53,118.95,80.58,40.38,2024.0,1.0,January,1.0
100890,2024-03-18,4519,Mouse,West,Store,1,31.45,20.61,24.97,20.4,4.57,18.3,2024.0,3.0,March,1.0
100891,2024-08-03,2756,Keyboard,West,Marketplace,7,49.41,1.85,339.47,273.89,65.58,19.32,2024.0,8.0,August,3.0
100892,2024-12-30,2966,Headphones,North,Online,3,88.04,19.28,213.2,161.06,52.14,24.46,2024.0,12.0,December,4.0
100894,2024-01-14,2630,Headphones,West,Online,4,103.16,24.43,311.83,181.0,130.83,41.96,2024.0,1.0,January,1.0
100895,2024-07-05,1967,Smartphone,West,Online,6,464.76,11.46,2468.99,1652.91,816.08,33.05,2024.0,7.0,July,3.0
100896,2024-11-07,1763,Monitor,West,Online,3,229.09,1.68,675.72,450.6,225.12,33.32,2024.0,11.0,November,4.0
100897,2024-01-07,2974,Smartphone,North,Store,1,645.46,7.33,598.15,405.5,192.65,32.21,2024.0,1.0,January,1.0
100898,2024-01-03,1794,Mouse,South,Store,7,29.28,10.76,182.91,147.07,35.84,19.59,2024.0,1.0,January,1.0
100899,2024-04-20,1744,Smartphone,South,Online,4,550.61,14.8,1876.48,1909.61,-33.13,-1.77,2024.0,4.0,April,2.0
100900,2024-08-25,2070,Smartwatch,North,Online,6,165.85,3.8,957.29,696.49,260.8,27.24,2024.0,8.0,August,3.0
100901,2024-12-28,4958,Tablet,South,Store,7,345.21,12.88,2105.23,1582.98,522.25,24.81,2024.0,12.0,December,4.0
100902,2024-08-26,2532,Monitor,East,Online,1,249.36,12.09,219.21,179.04,40.17,18.32,2024.0,8.0,August,3.0
100903,2024-09-30,1558,Mouse,North,Online,5,28.63,20.92,113.2,85.18,28.02,24.75,2024.0,9.0,September,3.0
100904,2024-10-20,2995,Keyboard,North,Store,4,56.2,7.56,207.81,142.71,65.1,31.33,2024.0,10.0,October,4.0
100905,2024-08-14,1526,Smartwatch,North,Online,4,195.82,11.24,695.24,538.5,156.74,22.54,2024.0,8.0,August,3.0
100906,2024-01-15,3645,Keyboard,East,Online,7,55.47,9.72,350.55,253.94,96.61,27.56,2024.0,1.0,January,1.0
100907,2024-07-10,4903,Monitor,South,Store,2,218.41,15.81,367.76,267.73,100.03,27.2,2024.0,7.0,July,3.0
100908,2024-04-28,1840,Monitor,North,Online,5,263.85,20.9,1043.53,703.13,340.4,32.62,2024.0,4.0,April,2.0
100909,2024-01-28,1003,Mouse,South,Marketplace,7,30.65,16.89,178.31,103.5,74.81,41.96,2024.0,1.0,January,1.0
100910,2024-07-20,2052,Headphones,North,Store,3,78.21,11.63,207.34,140.92,66.42,32.03,2024.0,7.0,July,3.0
100911,2024-02-08,2405,Tablet,West,Online,6,325.21,15.95,1640.03,1090.29,549.74,33.52,2024.0,2.0,February,1.0
100912,2024-09-29,1157,Mouse,South,Store,2,26.29,8.06,48.34,29.4,18.94,39.18,2024.0,9.0,September,3.0
100913,2024-08-18,3903,Smartwatch,West,Online,4,217.47,3.6,838.56,532.99,305.57,36.44,2024.0,8.0,August,3.0
100914,2024-03-26,2938,Headphones,South,Store,1,77.72,7.99,71.51,61.12,10.39,14.53,2024.0,3.0,March,1.0
100915,2024-05-05,2955,Headphones,West,Marketplace,5,75.72,11.09,336.61,221.6,115.01,34.17,2024.0,5.0,May,2.0
100916,2024-10-26,1511,Headphones,North,Marketplace,4,74.91,10.98,266.74,193.4,73.34,27.49,2024.0,10.0,October,4.0
100917,2024-01-25,4405,Mouse,North,Marketplace,4,22.84,18.44,74.51,54.68,19.83,26.61,2024.0,1.0,January,1.0
100918,2024-05-24,4916,Laptop,West,Store,5,948.34,23.41,3631.67,2675.89,955.78,26.32,2024.0,5.0,May,2.0
100919,2024-01-13,1687,Laptop,North,Store,4,758.0,9.72,2737.29,1623.83,1113.46,40.68,2024.0,1.0,January,1.0
100920,2024-07-30,2138,Keyboard,West,Online,2,49.15,2.16,96.18,76.56,19.62,20.4,2024.0,7.0,July,3.0
100921,2024-01-25,2413,Laptop,South,Marketplace,7,719.04,0.84,4991.0,3915.61,1075.39,21.55,2024.0,1.0,January,1.0
100922,2024-03-08,2511,Laptop,West,Online,5,636.9,0.1,3181.32,2715.64,465.68,14.64,2024.0,3.0,March,1.0
100923,2024-03-07,4915,Headphones,West,Store,4,86.88,23.45,266.03,168.05,97.98,36.83,2024.0,3.0,March,1.0
100924,2024-08-20,4322,Headphones,West,Online,4,83.46,24.89,250.75,184.31,66.44,26.5,2024.0,8.0,August,3.0
100925,2024-04-18,1571,Monitor,South,Online,5,272.07,1.28,1342.94,1081.11,261.83,19.5,2024.0,4.0,April,2.0
100926,2024-05-25,1715,Headphones,South,Online,1,77.87,8.96,70.89,43.59,27.3,38.51,2024.0,5.0,May,2.0
100927,2024-04-20,2339,Mouse,West,Online,3,31.3,16.73,78.19,62.64,15.55,19.89,2024.0,4.0,April,2.0
100928,2024-08-15,3287,Monitor,West,Online,5,240.53,4.47,1148.89,753.17,395.72,34.44,2024.0,8.0,August,3.0
100929,2024-04-20,4306,Tablet,North,Online,1,322.98,14.86,274.99,181.11,93.88,34.14,2024.0,4.0,April,2.0
100930,2024-02-03,3351,Monitor,East,Online,6,250.36,20.34,1196.62,1010.86,185.76,15.52,2024.0,2.0,February,1.0
100931,2024-04-20,3655,Smartwatch,North,Online,4,188.17,21.45,591.23,394.86,196.37,33.21,2024.0,4.0,April,2.0
100932,2024-09-20,1991,Laptop,West,Online,2,839.6,17.66,1382.65,1028.11,354.54,25.64,2024.0,9.0,September,3.0
100933,2024-08-23,4725,Smartwatch,North,Store,6,199.17,2.04,1170.64,823.19,347.45,29.68,2024.0,8.0,August,3.0
100934,2024-03-23,1334,Headphones,East,Marketplace,7,80.11,8.71,511.93,308.12,203.81,39.81,2024.0,3.0,March,1.0
100935,2024-02-11,3161,Laptop,East,Store,4,750.99,24.18,2277.6,2129.84,147.76,6.49,2024.0,2.0,February,1.0
100936,2024-04-10,2645,Headphones,West,Online,4,87.95,4.82,334.84,214.25,120.59,36.01,2024.0,4.0,April,2.0
100937,2024-01-06,1362,Laptop,West,Online,6,703.18,11.35,3740.21,2449.72,1290.49,34.5,2024.0,1.0,January,1.0
100938,2024-06-28,2881,Tablet,North,Online,1,400.89,8.35,367.42,251.9,115.52,31.44,2024.0,6.0,June,2.0
100939,2024-10-08,3849,Laptop,East,Marketplace,5,828.07,5.14,3927.54,2826.26,1101.28,28.04,2024.0,10.0,October,4.0
100940,2024-11-15,3145,Laptop,West,Online,3,668.64,8.09,1843.64,1143.81,699.83,37.96,2024.0,11.0,November,4.0
100941,2024-08-13,2982,Mouse,East,Store,3,27.38,4.74,78.25,59.19,19.06,24.36,2024.0,8.0,August,3.0
100942,2024-11-10,4919,Tablet,East,Online,5,365.36,21.93,1426.18,1032.71,393.47,27.59,2024.0,11.0,November,4.0
100943,2024-12-30,3064,Smartwatch,West,Online,7,181.94,4.36,1218.05,809.81,408.24,33.52,2024.0,12.0,December,4.0
100944,2024-08-16,3604,Keyboard,South,Marketplace,5,52.87,15.59,223.14,172.7,50.44,22.6,2024.0,8.0,August,3.0
100945,2024-10-15,2978,Tablet,East,Online,2,325.68,23.56,497.9,360.46,137.44,27.6,2024.0,10.0,October,4.0
100946,2024-05-29,1376,Laptop,North,Online,5,765.5,23.82,2915.79,2377.63,538.16,18.46,2024.0,5.0,May,2.0
100947,2024-10-03,1742,Smartphone,South,Marketplace,7,533.87,15.01,3176.15,2602.88,573.27,18.05,2024.0,10.0,October,4.0
100948,2024-07-16,1390,Smartphone,West,Online,2,430.65,6.77,802.99,686.08,116.91,14.56,2024.0,7.0,July,3.0
100949,2024-03-10,3668,Smartphone,North,Store,5,495.9,6.2,2325.77,1392.83,932.94,40.11,2024.0,3.0,March,1.0
100950,2024-04-21,2241,Mouse,South,Online,7,27.97,18.69,159.2,110.4,48.8,30.65,2024.0,4.0,April,2.0
100951,2024-01-04,4471,Monitor,North,Marketplace,7,247.98,24.52,1310.23,943.95,366.28,27.96,2024.0,1.0,January,1.0
100952,2024-12-15,4332,Smartwatch,North,Marketplace,2,203.03,1.94,398.18,257.01,141.17,35.45,2024.0,12.0,December,4.0
100953,2024-11-26,2974,Laptop,West,Online,5,815.11,19.74,3271.04,2741.8,529.24,16.18,2024.0,11.0,November,4.0
100954,2024-11-13,3368,Tablet,East,Marketplace,5,344.01,3.07,1667.24,1008.09,659.15,39.54,2024.0,11.0,November,4.0
100955,2024-12-15,3244,Smartphone,North,Online,3,553.4,7.45,1536.52,1075.48,461.04,30.01,2024.0,12.0,December,4.0
100956,2024-04-04,4550,Mouse,South,Online,4,24.6,14.17,84.46,53.37,31.09,36.81,2024.0,4.0,April,2.0
100957,2024-05-31,1418,Monitor,South,Store,4,278.36,7.43,1030.71,794.67,236.04,22.9,2024.0,5.0,May,2.0
100958,2024-11-06,4547,Smartwatch,North,Store,2,174.16,16.26,291.68,226.77,64.91,22.25,2024.0,11.0,November,4.0
100959,2024-05-16,1607,Smartphone,West,Store,1,435.93,10.43,390.46,321.86,68.6,17.57,2024.0,5.0,May,2.0
100960,2024-09-03,1568,Headphones,South,Store,6,77.97,5.48,442.18,307.11,135.07,30.55,2024.0,9.0,September,3.0
100961,2024-08-30,1544,Keyboard,West,Online,3,64.55,13.27,167.95,133.86,34.09,20.3,2024.0,8.0,August,3.0
100962,2024-01-31,3279,Laptop,North,Marketplace,5,807.15,0.6,4011.54,2943.99,1067.55,26.61,2024.0,1.0,January,1.0
100963,2024-02-09,1884,Keyboard,South,Marketplace,3,66.82,18.53,163.31,131.87,31.44,19.25,2024.0,2.0,February,1.0
100964,2024-08-16,2974,Keyboard,North,Store,1,56.99,13.06,49.55,29.92,19.63,39.62,2024.0,8.0,August,3.0
100965,2024-02-05,1703,Headphones,North,Online,3,98.84,23.67,226.33,160.65,65.68,29.02,2024.0,2.0,February,1.0
100966,2024-08-10,4945,Headphones,West,Marketplace,1,81.35,2.57,79.26,49.31,29.95,37.79,2024.0,8.0,August,3.0
100967,2024-01-06,2224,Headphones,North,Store,6,71.67,18.31,351.28,281.49,69.79,19.87,2024.0,1.0,January,1.0
100968,2024-11-17,3894,Monitor,North,Marketplace,1,250.54,7.52,231.7,144.28,87.42,37.73,2024.0,11.0,November,4.0
100969,2024-08-07,3721,Smartphone,West,Online,1,524.64,9.33,475.69,276.98,198.71,41.77,2024.0,8.0,August,3.0
100970,2024-03-15,2623,Tablet,East,Store,7,381.61,8.71,2438.6,2049.02,389.58,15.98,2024.0,3.0,March,1.0
100971,2024-01-04,3069,Laptop,North,Marketplace,4,824.9,8.95,3004.29,537.53,2466.76,82.11,2024.0,1.0,January,1.0
100972,2024-11-30,4383,Headphones,West,Online,1,89.1,10.77,79.5,68.04,11.46,14.42,2024.0,11.0,November,4.0
100973,2024-05-13,2974,Mouse,North,Store,5,29.66,0.53,147.51,104.27,43.24,29.31,2024.0,5.0,May,2.0
100974,2024-04-27,3946,Smartwatch,West,Marketplace,3,188.88,21.17,446.68,332.97,113.71,25.46,2024.0,4.0,April,2.0
100975,2024-04-03,4725,Laptop,North,Store,4,793.35,22.04,2473.98,1950.29,523.69,21.17,2024.0,4.0,April,2.0
100976,2024-03-02,4710,Smartwatch,East,Store,4,156.64,0.99,620.36,408.58,211.78,34.14,2024.0,3.0,March,1.0
100977,2024-07-12,2787,Tablet,East,Online,5,329.67,19.4,1328.57,819.99,508.58,38.28,2024.0,7.0,July,3.0
100978,2024-11-30,4972,Laptop,North,Store,2,938.9,1.81,1843.81,1410.77,433.04,23.49,2024.0,11.0,November,4.0
100979,2024-07-21,2620,Laptop,East,Online,6,707.06,20.2,3385.4,2447.76,937.64,27.7,2024.0,7.0,July,3.0
100980,2024-01-26,2458,Headphones,East,Online,7,91.91,15.32,544.81,442.09,102.72,18.85,2024.0,1.0,January,1.0
100981,2024-06-21,3419,Headphones,West,Store,1,80.98,7.66,74.78,44.32,30.46,40.73,2024.0,6.0,June,2.0
100982,2024-10-26,2584,Smartphone,West,Online,3,507.24,15.35,1288.14,943.64,344.5,26.74,2024.0,10.0,October,4.0
100983,2024-05-12,2915,Tablet,South,Marketplace,1,266.18,12.67,232.45,146.92,85.53,36.8,2024.0,5.0,May,2.0
100984,2024-11-21,1078,Headphones,South,Store,7,91.36,15.89,537.9,404.94,132.96,24.72,2024.0,11.0,November,4.0
100985,2024-04-27,4614,Headphones,East,Store,1,79.52,11.88,70.07,55.56,14.51,20.71,2024.0,4.0,April,2.0
100986,2024-11-19,2309,Laptop,East,Online,4,567.16,19.32,1830.34,1196.36,633.98,34.64,2024.0,11.0,November,4.0
100987,2024-10-01,1648,Smartphone,South,Online,1,432.37,1.13,427.48,305.61,121.87,28.51,2024.0,10.0,October,4.0
100988,2024-07-30,3188,Keyboard,South,Online,7,55.72,8.61,356.46,248.69,107.77,30.23,2024.0,7.0,July,3.0
100989,2024-08-12,1553,Headphones,East,Online,3,77.99,13.98,201.26,159.27,41.99,20.86,2024.0,8.0,August,3.0
100990,2024-01-20,1998,Mouse,West,Marketplace,3,27.07,14.71,69.26,51.81,17.45,25.19,2024.0,1.0,January,1.0
100991,2024-04-22,1282,Headphones,East,Marketplace,4,80.59,4.24,308.69,189.48,119.21,38.62,2024.0,4.0,April,2.0
100992,2024-05-19,4634,Keyboard,North,Marketplace,5,34.32,1.86,168.41,143.73,24.68,14.65,2024.0,5.0,May,2.0
100993,2024-02-16,2282,Laptop,East,Store,4,604.66,0.52,2406.06,2010.07,395.99,16.46,2024.0,2.0,February,1.0
100994,2024-01-01,2847,Tablet,West,Store,4,387.66,10.33,1390.46,1031.83,358.63,25.79,2024.0,1.0,January,1.0
100995,2024-03-30,2384,Smartphone,West,Store,7,552.14,8.26,3545.73,2828.42,717.31,20.23,2024.0,3.0,March,1.0
100996,2024-05-21,3488,Laptop,West,Online,1,800.39,14.2,686.73,402.17,284.56,41.44,2024.0,5.0,May,2.0
100997,2024-11-15,3318,Tablet,West,Store,2,386.26,11.24,685.69,436.4,249.29,36.36,2024.0,11.0,November,4.0
100998,2024-02-07,2158,Monitor,South,Online,6,252.6,9.85,1366.31,1086.2,280.11,20.5,2024.0,2.0,February,1.0
100999,2024-10-19,3794,Headphones,South,Store,5,99.67,21.08,393.3,239.8,153.5,39.03,2024.0,10.0,October,4.0
101000,2024-05-18,4712,Tablet,West,Online,5,385.98,15.54,1629.99,964.92,665.07,40.8,2024.0,5.0,May,2.0
101001,2024-12-21,1104,Mouse,North,Store,7,30.13,16.15,176.85,133.05,43.8,24.77,2024.0,12.0,December,4.0
101002,2024-11-28,1766,Tablet,South,Online,5,426.53,9.55,1928.98,1137.36,791.62,41.04,2024.0,11.0,November,4.0
101003,2024-09-15,3143,Monitor,West,Online,1,255.4,19.42,205.8,129.92,75.88,36.87,2024.0,9.0,September,3.0
101004,2024-06-09,4921,Headphones,West,Store,4,90.85,3.8,349.59,210.59,139.0,39.76,2024.0,6.0,June,2.0
101005,2024-06-26,3777,Monitor,West,Online,6,225.57,10.05,1217.4,888.21,329.19,27.04,2024.0,6.0,June,2.0
101006,2024-01-10,2597,Keyboard,West,Online,7,55.21,1.18,381.91,293.9,88.01,23.04,2024.0,1.0,January,1.0
101007,2024-09-17,1480,Headphones,North,Online,7,73.37,2.89,498.75,314.89,183.86,36.86,2024.0,9.0,September,3.0
101008,2024-05-17,3828,Mouse,West,Online,1,30.18,2.04,29.56,17.11,12.45,42.12,2024.0,5.0,May,2.0
101009,2024-06-20,4313,Headphones,North,Marketplace,3,67.47,11.04,180.06,105.46,74.6,41.43,2024.0,6.0,June,2.0
101010,2024-01-13,3061,Monitor,East,Store,2,233.64,17.43,385.83,252.37,133.46,34.59,2024.0,1.0,January,1.0
101011,2024-06-16,4219,Smartwatch,North,Marketplace,2,221.2,7.82,407.8,257.04,150.76,36.97,2024.0,6.0,June,2.0
101012,2024-05-09,2964,Smartphone,South,Online,6,547.13,0.67,3260.79,2042.88,1217.91,37.35,2024.0,5.0,May,2.0
101013,2024-03-24,4824,Monitor,West,Online,1,264.98,17.68,218.13,140.26,77.87,35.7,2024.0,3.0,March,1.0
101014,2024-11-16,3649,Headphones,North,Store,4,76.17,5.19,288.87,232.69,56.18,19.45,2024.0,11.0,November,4.0
101015,2024-11-14,3143,Smartwatch,East,Online,5,196.89,18.07,806.56,682.32,124.24,15.4,2024.0,11.0,November,4.0
101016,2024-04-10,4899,Headphones,North,Online,6,105.74,0.18,633.3,492.49,140.81,22.23,2024.0,4.0,April,2.0
101017,2024-11-24,3341,Tablet,North,Store,6,394.51,7.81,2182.19,1309.84,872.35,39.98,2024.0,11.0,November,4.0
101018,2024-09-29,3073,Smartwatch,South,Store,3,181.47,15.53,459.86,347.6,112.26,24.41,2024.0,9.0,September,3.0
101019,2024-09-21,2296,Smartphone,East,Online,3,414.33,21.78,972.27,763.78,208.49,21.44,2024.0,9.0,September,3.0
101020,2024-02-07,2529,Laptop,North,Online,7,631.8,18.85,3588.94,2193.17,1395.77,38.89,2024.0,2.0,February,1.0
101021,2024-04-03,2190,Smartphone,South,Store,7,560.97,11.24,3485.42,2308.77,1176.65,33.76,2024.0,4.0,April,2.0
101022,2024-04-04,1939,Laptop,East,Online,6,769.88,17.96,3789.66,2652.46,1137.2,30.01,2024.0,4.0,April,2.0
101023,2024-10-31,2974,Mouse,North,Marketplace,7,36.47,13.44,220.98,147.39,73.59,33.3,2024.0,10.0,October,4.0
101024,2024-03-09,4159,Headphones,South,Marketplace,2,85.66,20.33,136.49,98.97,37.52,27.49,2024.0,3.0,March,1.0
101025,2024-11-13,1654,Tablet,West,Marketplace,6,295.87,19.3,1432.6,883.41,549.19,38.34,2024.0,11.0,November,4.0
101026,2024-08-23,2670,Smartwatch,South,Online,4,184.81,24.4,558.87,393.75,165.12,29.55,2024.0,8.0,August,3.0
101027,2024-11-29,4033,Keyboard,South,Online,5,55.28,2.62,269.16,211.37,57.79,21.47,2024.0,11.0,November,4.0
101028,2024-05-16,4863,Keyboard,East,Marketplace,7,55.15,8.52,353.16,238.2,114.96,32.55,2024.0,5.0,May,2.0
101029,2024-03-16,3686,Monitor,West,Online,2,239.91,4.81,456.74,291.82,164.92,36.11,2024.0,3.0,March,1.0
101030,2024-02-04,4900,Smartphone,West,Online,4,543.27,15.77,1830.39,1472.72,357.67,19.54,2024.0,2.0,February,1.0
101031,2024-01-01,3539,Smartwatch,West,Online,5,143.8,16.6,599.65,414.01,185.64,30.96,2024.0,1.0,January,1.0
101032,2024-10-22,2932,Smartphone,North,Online,1,478.12,5.1,453.74,317.19,136.55,30.09,2024.0,10.0,October,4.0
101033,2024-11-15,4213,Smartwatch,West,Store,4,218.77,10.54,782.85,532.45,250.4,31.99,2024.0,11.0,November,4.0
101034,2024-02-29,4940,Keyboard,West,Marketplace,6,65.64,15.05,334.57,221.18,113.39,33.89,2024.0,2.0,February,1.0
101035,2024-11-15,2127,Laptop,West,Marketplace,6,635.12,16.47,3183.09,2382.58,800.51,25.15,2024.0,11.0,November,4.0
101036,2024-12-14,4298,Smartphone,South,Store,3,440.46,2.57,1287.42,814.44,472.98,36.74,2024.0,12.0,December,4.0
101037,2024-11-23,2926,Laptop,West,Online,7,818.72,23.03,4411.18,3508.73,902.45,20.46,2024.0,11.0,November,4.0
101038,2024-09-23,1575,Laptop,North,Store,4,932.43,0.85,3698.02,2643.57,1054.45,28.51,2024.0,9.0,September,3.0
101039,2024-12-26,3342,Laptop,West,Online,4,769.78,24.32,2330.28,1927.99,402.29,17.26,2024.0,12.0,December,4.0
101040,2024-08-16,3944,Laptop,North,Online,6,759.79,7.91,4198.14,3538.64,659.5,15.71,2024.0,8.0,August,3.0
101041,2024-09-26,2330,Tablet,Unknown,Online,6,329.38,7.91,1819.96,1250.75,569.21,31.28,2024.0,9.0,September,3.0
101042,2024-11-11,2278,Monitor,East,Store,4,269.17,11.15,956.63,597.38,359.25,37.55,2024.0,11.0,November,4.0
101043,2024-10-12,2204,Monitor,North,Online,5,231.28,17.37,955.53,689.36,266.17,27.86,2024.0,10.0,October,4.0
101044,2024-10-17,1040,Tablet,West,Marketplace,5,427.82,3.99,2053.75,1346.7,707.05,34.43,2024.0,10.0,October,4.0
101045,2024-07-31,3824,Keyboard,East,Marketplace,1,57.38,6.37,53.72,37.57,16.15,30.06,2024.0,7.0,July,3.0
101046,2024-06-13,4773,Smartwatch,East,Online,1,195.91,24.04,148.81,102.04,46.77,31.43,2024.0,6.0,June,2.0
101047,2024-01-05,1520,Monitor,South,Online,5,216.32,21.92,844.51,596.33,248.18,29.39,2024.0,1.0,January,1.0
101048,2024-12-04,2640,Smartwatch,West,Marketplace,7,172.06,5.31,1140.47,820.68,319.79,28.04,2024.0,12.0,December,4.0
101049,2024-03-18,4809,Mouse,East,Marketplace,5,27.78,14.33,119.0,89.93,29.07,24.43,2024.0,3.0,March,1.0
101050,2024-03-02,3594,Tablet,South,Marketplace,2,355.99,5.09,675.74,392.65,283.09,41.89,2024.0,3.0,March,1.0
101051,2024-05-11,3284,Smartphone,East,Online,4,588.97,13.75,2031.95,1324.39,707.56,34.82,2024.0,5.0,May,2.0
101052,2024-03-29,1463,Mouse,East,Online,4,32.96,9.14,119.79,75.18,44.61,37.24,2024.0,3.0,March,1.0
101053,2024-08-24,2252,Tablet,East,Online,3,339.7,9.06,926.77,721.88,204.89,22.11,2024.0,8.0,August,3.0
101054,2024-02-11,4772,Monitor,South,Online,5,179.75,15.88,756.03,614.72,141.31,18.69,2024.0,2.0,February,1.0
101055,2024-03-29,2849,Smartphone,South,Online,5,474.77,6.3,2224.3,1742.17,482.13,21.68,2024.0,3.0,March,1.0
101056,2024-10-22,1483,Smartwatch,East,Marketplace,1,193.5,10.11,173.94,148.35,25.59,14.71,2024.0,10.0,October,4.0
101057,2024-11-23,3478,Smartphone,West,Online,6,534.45,23.13,2464.99,1482.98,982.01,39.84,2024.0,11.0,November,4.0
101058,2024-10-21,4094,Smartwatch,West,Marketplace,1,231.79,18.88,188.03,133.52,54.51,28.99,2024.0,10.0,October,4.0
101059,2024-04-13,1343,Laptop,South,Online,6,878.76,9.58,4767.45,3965.59,801.86,16.82,2024.0,4.0,April,2.0
101060,2024-01-14,4112,Keyboard,South,Online,4,60.24,5.76,227.08,152.0,75.08,33.06,2024.0,1.0,January,1.0
101061,2024-10-14,2197,Laptop,East,Online,4,691.55,16.48,2310.33,1859.11,451.22,19.53,2024.0,10.0,October,4.0
101062,2024-06-27,2463,Tablet,West,Online,6,372.17,20.19,1782.17,1313.93,468.24,26.27,2024.0,6.0,June,2.0
101063,2024-05-04,2203,Laptop,North,Marketplace,5,796.19,21.52,3124.25,2668.12,456.13,14.6,2024.0,5.0,May,2.0
101064,2024-12-18,2622,Mouse,East,Online,4,34.74,14.11,119.35,81.63,37.72,31.6,2024.0,12.0,December,4.0
101065,2024-01-23,3181,Smartwatch,South,Marketplace,5,167.45,12.92,729.08,508.03,221.05,30.32,2024.0,1.0,January,1.0
101066,2024-03-03,3399,Smartwatch,North,Marketplace,7,210.32,17.99,1207.38,755.65,451.73,37.41,2024.0,3.0,March,1.0
101067,2024-05-22,4597,Monitor,North,Marketplace,3,257.15,4.39,737.58,460.75,276.83,37.53,2024.0,5.0,May,2.0
101068,2024-06-01,4612,Smartwatch,West,Store,3,178.4,21.3,421.2,345.82,75.38,17.9,2024.0,6.0,June,2.0
101069,2024-05-24,3554,Mouse,West,Store,2,34.69,1.85,68.1,47.26,20.84,30.6,2024.0,5.0,May,2.0
101070,2024-08-12,3132,Monitor,North,Online,1,185.38,15.08,157.42,118.66,38.76,24.62,2024.0,8.0,August,3.0
101071,2024-11-04,1993,Mouse,East,Store,7,37.82,14.74,225.72,178.45,47.27,20.94,2024.0,11.0,November,4.0
101072,2024-04-13,4536,Smartphone,North,Marketplace,2,602.14,7.77,1110.71,780.53,330.18,29.73,2024.0,4.0,April,2.0
101073,2024-04-13,3878,Monitor,West,Online,3,234.41,0.89,696.97,590.4,106.57,15.29,2024.0,4.0,April,2.0
101074,2024-02-08,3909,Smartwatch,East,Marketplace,4,180.36,17.95,591.94,498.85,93.09,15.73,2024.0,2.0,February,1.0
101075,2024-07-16,3391,Monitor,South,Marketplace,7,239.01,0.6,1663.03,1281.2,381.83,22.96,2024.0,7.0,July,3.0
101076,2024-05-13,4352,Mouse,North,Marketplace,1,27.29,4.49,26.06,22.38,3.68,14.12,2024.0,5.0,May,2.0
101077,2024-03-07,3914,Headphones,West,Online,1,82.69,13.61,71.44,41.49,29.95,41.92,2024.0,3.0,March,1.0
101078,2024-06-27,4335,Smartphone,East,Online,2,571.23,23.5,873.98,509.18,364.8,41.74,2024.0,6.0,June,2.0
101079,2024-02-11,2190,Tablet,North,Online,1,329.4,1.65,323.96,194.03,129.93,40.11,2024.0,2.0,February,1.0
101080,2024-01-15,3341,Smartwatch,East,Marketplace,3,211.44,14.47,542.53,458.0,84.53,15.58,2024.0,1.0,January,1.0
101081,2024-04-20,4581,Smartphone,West,Online,4,504.59,8.22,1852.45,1388.1,464.35,25.07,2024.0,4.0,April,2.0
